"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","@MKBHD could you make a sleek NBA video? That would be sick! You have fans all way from #India",FALSE,0,"MKBHD",2015-10-16 04:10:54,FALSE,NA,"654872117352120320","29873662","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sachinpradeep18",0,FALSE,FALSE,NA,NA
"2","RT @iFaridoon: Congratulations @iamsrk you've always done #India proud...Most importantly you spread love and happiness..world badly needs …",FALSE,0,NA,2015-10-16 04:10:38,FALSE,NA,"654872051552006144",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","SRKFanship",119,TRUE,FALSE,NA,NA
"3","#Corporate Sales Manager- Top B, 8 - 13 years exp, Bengaluru/Bangalore #jobs #jobdila #India #jobsila #: Kaamk... http://t.co/2sJH3i4TQS",FALSE,0,NA,2015-10-16 04:10:32,FALSE,NA,"654872025203236864",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","jobdilacom",0,FALSE,FALSE,NA,NA
"4","Join the Quintiles team! See our latest #Pharmaceutical #job opening here: http://t.co/ykIUhlw4Kr #India #Hiring",FALSE,0,NA,2015-10-16 04:10:21,FALSE,NA,"654871978931679232",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","QuintilesCareer",0,FALSE,FALSE,NA,NA
"5","#Cashback News: #India Festival sales, Flipkart, Snapdeal, Amazon, Paytm, Cashkaro #ecommerce http://t.co/MUL3sF9FQN",FALSE,0,NA,2015-10-16 04:10:18,FALSE,NA,"654871968861298692",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","CashbackInsight",0,FALSE,FALSE,NA,NA
"6","RT @ifrahmufti: #Modiji is lucky for there is no other powerful candidate in #BiharPolls but then why this slogan- #<U+0928><U+092E><U+094B>_<U+0932><U+093E><U+0913>_<U+092C><U+093F><U+0939><U+093E><U+0930>_<U+092C><U+091A><U+093E><U+0913>? Is …",FALSE,0,NA,2015-10-16 04:10:17,FALSE,NA,"654871962339123200",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ash_niv",1,TRUE,FALSE,NA,NA
"7","Dalai Lama stop lying http://t.co/WHDI8eAMZd #DalaiLama #India http://t.co/8cGvscpxaF",FALSE,0,NA,2015-10-16 04:10:12,FALSE,NA,"654871940348252160",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","CommitmentBeing",0,FALSE,FALSE,NA,NA
"8","It's a message to you Dalai Lama - stop lying! http://t.co/Zp203cR0Ri #DalaiLama #India http://t.co/EqUvDFWDwn",FALSE,0,NA,2015-10-16 04:10:12,FALSE,NA,"654871939828334593",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PeaceFlowers12",0,FALSE,FALSE,NA,NA
"9","Hello Dalai Lama - our request is ""Give Religious Freedom"" http://t.co/JkD32DUh2r #DalaiLama #India http://t.co/sqKRHcXCcj",FALSE,0,NA,2015-10-16 04:10:11,FALSE,NA,"654871939308220416",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","LiftShugdenBan",0,FALSE,FALSE,NA,NA
"10","#Google Maps team in #India launches a public transport app for New Delhi. http://t.co/B2BVUblaew",FALSE,0,NA,2015-10-16 04:10:11,FALSE,NA,"654871939211730945",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","usman_latif",0,FALSE,FALSE,NA,NA
"11","RT @TheLifesWay: Diwali #fireworks #India #d40 #thelifesway #festival #lights #thelifesway http://t.co/aqyHtFyNyV",FALSE,0,NA,2015-10-16 04:10:11,FALSE,NA,"654871937433378816",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","shradhajain20",1,TRUE,FALSE,NA,NA
"12","At the Golden Temple last night #amritsardiaries #traveldiaries #holy #india https://t.co/80zFfbOCJo",FALSE,0,NA,2015-10-16 04:10:04,FALSE,NA,"654871910094938113",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","nachiketbarve",0,FALSE,FALSE,NA,NA
"13","RT @patelchitral: #GDP to grow over 7.5% this #fiscal: Jaitley
http://t.co/ZpqEkvzy4o #India #economy 
 -via #inshorts http://t.co/gTgDEl93…",FALSE,0,NA,2015-10-16 04:10:04,FALSE,NA,"654871909377544193",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","BOND_SUJI",1,TRUE,FALSE,NA,NA
"14","Google’s Nexus 6P and 5X Marshmallow handsets are now available in India #Asia #Google #Google #India http://t.co/mbzexeo4tQ",FALSE,0,NA,2015-10-16 04:10:03,FALSE,NA,"654871904231276544",NA,"<a href=""http://titansit.com"" rel=""nofollow"">TitansIT</a>","titansit_com",0,FALSE,FALSE,NA,NA
"15","RT @iFaridoon: Congratulations @iamsrk you've always done #India proud...Most importantly you spread love and happiness..world badly needs …",FALSE,0,NA,2015-10-16 04:09:56,FALSE,NA,"654871874833219585",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iKushSRKian",119,TRUE,FALSE,NA,NA
"16","Rape film banned in #India gets Meryl Streep's backing for Oscar http://t.co/DiJNJchnAs via @TR_Foundation #delhigangrape #nirbhaya #vaw",FALSE,0,NA,2015-10-16 04:09:53,FALSE,NA,"654871861696864256",NA,"<a href=""http://linkis.com"" rel=""nofollow"">Linkis.com</a>","nitabhalla",0,FALSE,FALSE,NA,NA
"17","RT http://t.co/04hax7PnuK #India #Women Step Into My Landscapes: Ahmedabad's Samara Art Gallery has just the perfect f... …",FALSE,0,NA,2015-10-16 04:09:52,FALSE,NA,"654871856978219008",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","vedovitoday",0,FALSE,FALSE,NA,NA
"18","RT http://t.co/HiPDd92Zmo #India #Women Step Into My Landscapes: Ahmedabad's Samara Art Gallery has just the perfec... …",FALSE,0,NA,2015-10-16 04:09:52,FALSE,NA,"654871855912894464",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","vedovitoday",0,FALSE,FALSE,NA,NA
"19","Good to be among the #Entrepreneurs of #India! https://t.co/2S0EDfYdAy",FALSE,0,NA,2015-10-16 04:09:42,FALSE,NA,"654871815337046016",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","anuragpatra_",0,FALSE,FALSE,NA,NA
"20","Bombay (now called Mumbai) in the 1850s #mumbai #india http://t.co/pmRWSVn4qB",FALSE,0,NA,2015-10-16 04:09:41,FALSE,NA,"654871813743230976",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PicScanner",0,FALSE,FALSE,NA,NA
"21","24.3% fall in #India's export(major is due to #Blockade@#Nepal/4th largest market) due to #ND's wrong #FoPo..#Xinhua  http://t.co/cw1SF9y4Up",FALSE,0,NA,2015-10-16 04:09:30,FALSE,NA,"654871764007190528",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","drbishnuhnepal",0,FALSE,FALSE,NA,NA
"22","#BJP #India #Women Bihar Elections Phase 2: Spotlight on BJP ally Jitan Ram Manjhi: Bihar El... http://t.co/MddT3TypKK #BJPWomen #Hindus",FALSE,0,NA,2015-10-16 04:09:20,FALSE,NA,"654871723431477248",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","WomenWorldNews1",0,FALSE,FALSE,NA,NA
"23","#BJP #India #Women Bihar elections LIVE: 2nd phase voting begins in 6 Maoist-hit districts: ... http://t.co/xjxzWZjqlM #BJPWomen #Hindus",FALSE,0,NA,2015-10-16 04:09:19,FALSE,NA,"654871721074257922",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","WomenWorldNews1",0,FALSE,FALSE,NA,NA
"24","#BJP #India #Women Bihar elections live: Polling underway in second phase, Modi appeals vote... http://t.co/B6qNUlYjnl #BJPWomen #Hindus",FALSE,0,NA,2015-10-16 04:09:19,FALSE,NA,"654871720222846976",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","WomenWorldNews1",0,FALSE,FALSE,NA,NA
"25","CCI to open 7 procurement centres in Khammam district http://t.co/KcvZu8QlYd #news #India http://t.co/tjgCxPMiBC",FALSE,0,NA,2015-10-16 04:09:11,FALSE,NA,"654871684478996480",NA,"<a href=""http://www.indian24news.com"" rel=""nofollow"">indian24-haberGönderici-3</a>","indian24news",0,FALSE,FALSE,NA,NA
"26","#GDP to grow over 7.5% this #fiscal: Jaitley
http://t.co/ZpqEkvzy4o #India #economy 
 -via #inshorts http://t.co/gTgDEl93ox",FALSE,0,NA,2015-10-16 04:09:10,FALSE,NA,"654871681870106624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","patelchitral",1,FALSE,FALSE,NA,NA
"27","RT @EconomicTimes: #Amazon expects #India to be faster growing market than #Japan, #Germany, UK 
http://t.co/LG1cM6Lu1s",FALSE,0,NA,2015-10-16 04:09:03,FALSE,NA,"654871652006629376",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","dkm1101",20,TRUE,FALSE,NA,NA
"28","We must boycott insane People! https://t.co/wfiI45Bpn7 #India #Peru #Philippines #Brazil #Chilie #Mexico #Australia #Peru #Crime #Humanright",FALSE,0,NA,2015-10-16 04:08:59,FALSE,NA,"654871635112013824",NA,"<a href=""http://www1.makebot.sh/"" rel=""nofollow"">Posts_from_Asia</a>","Posts_from_Asia",0,FALSE,FALSE,NA,NA
"29","Every morning is a custom and unique shape of sandwich.   #india #gurgaon @ Gurgaon, Haryana https://t.co/koc3PrJnjk",FALSE,0,NA,2015-10-16 04:08:44,FALSE,NA,"654871571169939456",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","BrentM5",0,FALSE,FALSE,"77.0333","28.4667"
"30","<U+0939><U+0930><U+092E><U+0948><U+0928> <U+0915><U+0940> <U+092E><U+0939><U+093E><U+0928><U+0924><U+093E> <U+0914><U+0930> <U+092E><U+0941><U+0938><U+0932><U+092E><U+093E><U+0928><U+094B><U+0902> <U+0915><U+0940> <U+091C><U+093C><U+093F><U+092E><U+094D><U+092E><U+0947><U+0926><U+093E><U+0930><U+0940>

http://t.co/jFlt8QJl86 <ed><U+00A0><U+00BD><ed><U+00B4><U+0088>
<U+0639><U+0638><U+0645><U+0629> <U+0627><U+0644><U+062D><U+0631><U+0645><U+064A><U+0646> <U+0648><U+0645><U+0633><U+0624><U+0648><U+0644><U+064A><U+0629> <U+0627><U+0644><U+0645><U+0633><U+0644><U+0645><U+064A><U+0646>
#Islam
#India
#delhi
#Mumbai
<U+0628><U+0627><U+0644><U+0647><U+0646><U+062F><U+064A><U+0629>",FALSE,0,NA,2015-10-16 04:08:32,FALSE,NA,"654871522390253568",NA,"<a href=""http://www.f2fh.000space.com/twitter/"" rel=""nofollow""><U+062A><U+0648><U+064A><U+062A><U+0631>1</a>","a1one1a",0,FALSE,FALSE,NA,NA
"31","Happy Birthday Sadagopan Ramesh #Cricket #India http://t.co/9jNCQFewGK",FALSE,0,NA,2015-10-16 04:08:28,FALSE,NA,"654871504228773888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","koksparsh",0,FALSE,FALSE,NA,NA
"32","@TimesNow #BiharPolls #Bihar Ke Janata Vote Daalo Aur @NitishKumar ji Ko Jeetwaado #BJP Ko Hataaoo Bihar Ko Bachaoo #India #News @TV9Telugu",FALSE,0,"TimesNow",2015-10-16 04:08:07,FALSE,"654870277562589184","654871417914175488","240649814","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RajLee28",0,FALSE,FALSE,NA,NA
"33","#CHINA #India <U+0905><U+0917><U+0932><U+0947> <U+092E><U+0939><U+0940><U+0928><U+0947> <U+092D><U+093E><U+0930><U+0924> <U+0926><U+094C><U+0930><U+0947> <U+092A><U+0930> <U+0906><U+090F><U+0902><U+0917><U+0947> <U+091A><U+0940><U+0928><U+0940> <U+0938><U+0947><U+0928><U+093E> <U+0915><U+0947> <U+091C><U+0928><U+0930><U+0932> http://t.co/OZcZ5ujUzC http://t.co/B4Xoe4VEng",FALSE,0,NA,2015-10-16 04:08:02,FALSE,NA,"654871397441802240",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GhamasanCom",0,FALSE,FALSE,NA,NA
"34","RT @EDGEofHUMANITY: #DocumentaryPhotography Annual #Pilgrimage of #Sufi &amp; #Fakirs In #India http://t.co/728qXjsJLd via @EDGEofHUMANITY http…",FALSE,0,NA,2015-10-16 04:08:01,FALSE,NA,"654871390412124160",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","globalbabel",1,TRUE,FALSE,NA,NA
"35","Stop the #rhino killers of #India and save our #wildlife. Take action and RT! https://t.co/SjLNuEQA6H",FALSE,0,NA,2015-10-16 04:07:38,FALSE,NA,"654871293792120832",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","TheyNeedUsPlse",0,FALSE,FALSE,NA,NA
"36","#Robot #India is a leading JCB parts manufacturer &amp;amp; supplier in India offering high quality JCB spare parts, JCB aftermarket parts,",FALSE,0,NA,2015-10-16 04:07:15,FALSE,NA,"654871197532839936",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","robot_india",0,FALSE,FALSE,NA,NA
"37","Denmark Open: India’s top dogs Saina Nehwal and K Srikanth crash out in second round http://t.co/SFOASbIRvN #TopNews #India",FALSE,0,NA,2015-10-16 04:07:05,FALSE,NA,"654871156714053632",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","AcheDinAaneWale",0,FALSE,FALSE,NA,NA
"38","Chris Cairns made match-fixing approach during IPL in 2008, says Kiwi skipper McCullum http://t.co/gKX3QmaqiX #TopNews #India",FALSE,0,NA,2015-10-16 04:07:04,FALSE,NA,"654871155166285824",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","AcheDinAaneWale",0,FALSE,FALSE,NA,NA
"39","India v South Africa: MS Dhoni tends to unfinished business in Indore http://t.co/YPdkxyzzl2 #TopNews #India",FALSE,0,NA,2015-10-16 04:07:04,FALSE,NA,"654871154138750976",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","AcheDinAaneWale",0,FALSE,FALSE,NA,NA
"40","New Update: (http://t.co/AeWedaQhAX) #Belgium #Brazil #Italy #Turkey #Netherlands #India #China #Australia #Spain #Martinique",FALSE,0,NA,2015-10-16 04:06:50,FALSE,NA,"654871096051634180",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tdbeadles",0,FALSE,FALSE,NA,NA
"41","RT @PixelProject: #INDIA: #Bangalore - Helpline for Street Sexual Harassment 080 - 22943225 / 22864023 by Police Commissioner Office http:/…",FALSE,0,NA,2015-10-16 04:06:38,FALSE,NA,"654871042637230080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","shab302611",1,TRUE,FALSE,NA,NA
"42","RT @AssaadRazzouk: Great Nation Weakens Itself:

""In a remarkable failure of democracy, 39% of #India's children are stunted from poor nutr…",FALSE,0,NA,2015-10-16 04:06:38,FALSE,NA,"654871042259877888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AshiqCK3",6,TRUE,FALSE,NA,NA
"43","RT @AssaadRazzouk: Great Nation Weakens Itself:

""In a remarkable failure of democracy, 39% of #India's children are stunted from poor nutr…",FALSE,0,NA,2015-10-16 04:06:37,FALSE,NA,"654871039969619968",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","parulbajaj",6,TRUE,FALSE,NA,NA
